geneId,cid
32,CID000002518
32,CID005281608
32,CID005280865
32,CID005315988
32,CID000000932
32,CID100000932
32,CID000467825
32,CID000185680
32,CID000145681
32,CID100002758
32,CID000024140
32,CID000441300
32,CID000073079
32,CID000006199
32,CID000072346
32,CID000638026
32,CID005280353
32,CID000005794
32,CID000439502
32,CID000073484
32,CID000073462
32,CID005281701
32,CID100000314
32,CID000006681
32,CID000162465
32,CID005281678
32,CID005281657
32,CID100000177
32,CID000065065
32,CID005320315
32,CID000000791
32,CID000445155
32,CID005281697
32,CID000097217
32,CID105281697
32,CID000005424
32,CID000010171
32,CID005281613
32,CID000001050
32,CID000000703
32,CID000068828
32,CID005280673
32,CID000005235
32,CID100443456
32,CID000443456
32,CID000000961
32,CID000011621
32,CID105281667
32,CID005281667
32,CID005471387
32,CID000439524
32,CID105281855
32,CID000442433
32,CID005280448
32,CID005280443
32,CID000006949
32,CID000099601
32,CID100006949
32,CID005379112
32,CID000004972
32,CID000006252
32,CID000000177
32,CID000005991
32,CID000000273
32,CID100066654
32,CID000000713
32,CID100073592
32,CID000008817
32,CID005281650
32,CID000000266
32,CID000000242
32,CID001548952
32,CID000065245
32,CID000016591
32,CID000016316
32,CID000005944
33,CID000000890
33,CID000000751
33,CID000005958
33,CID000004972
33,CID100000322
33,CID000000323
33,CID000065065
34,CID000005958
34,CID000000987
34,CID005280936
34,CID005280451
34,CID000444911
34,CID100000305
34,CID000005998
34,CID000006169
34,CID000010134
34,CID100008344
34,CID000008344
34,CID000031402
34,CID100000304
34,CID000439524
34,CID000006681
34,CID000221518
34,CID000024140
34,CID000036324
34,CID000001110
34,CID000005758
34,CID000006199
34,CID000000791
34,CID005280353
34,CID005280344
34,CID000068828
34,CID100443456
34,CID000443456
34,CID000387397
34,CID000114946
34,CID100006949
34,CID000099601
34,CID000006949
34,CID009848832
34,CID000010595
34,CID000000310
34,CID100000314
34,CID000002518
34,CID100073592
34,CID100000177
34,CID000008817
34,CID105281855
36,CID000005958
36,CID000000890
36,CID000000323
36,CID100000322
36,CID000736190
36,CID103081376
36,CID000442531
36,CID000002518
